4772,The main two topics is Tik-Tok and Coronavirus myasu,5 10
3151,Like if this coronavirus caught you in a moment in life where you were finally achieving things,4 5 10
3954,I remember those school kids who did a protest against corona virus. The virus really needs to leave us and let us be,0 4 6 10
4018,"They cant work Skype, were broken hearted. COVID19 LesMis StayHomeStayStrong StopTheSpread",3 5
154,Its the ending the world. Send nudes to everyone you slightly like. Risk it before we all die.- COVID19 COVID19 coronavirus,9 10
1510,Never let anyone get away with denying the government strategy for COVID19 was herd immunity,1 6 7
3862,is a real bully. Needs to stop attacking women for coronavirus failures and other failings.,6
886,This is the kind of presidential message we need USA pandemic COVID19 ImWithHer,0 1
2230,coronavirus jokes aren't funny at all dude ppl r dying,3 6
2142,So if corona is in The air and We open our windows doesnt that mean is in the crib chilling wit us?,4 9
1726,I like how Dinald Trump mentions the how the UK are dealing with Coronavirus but he has more important worries in his own country. COVID19,6
4140,Watch this whole corona thing be an elaborate April fools joke,10
1442,So 30 new corona positives in just one day in my city. Good governance of Congress sabko shamshan pahuchayegi,1 6
4905,Feel like this Coronavirus making school couples break up with each other,5
3929,depression at this time feels extra difficult because like I want to die but I dont want to die of coronavirus,3 4
2662,Its officially April fools day so all this corona stuff can go away now right bc its all a bad joke,3 6 10
314,am I the only one whos more worried about Yellowstone erupting after that 6.5 earthquake in Idaho instead of the corona virus,3 9
877,Likh ke lelo. After 15 Shaban the Vaccine of Corona will come out. ArrivalOfImamMahdi,0 9
4387,"Latest Coronavirus News! Total Cases: 858,377 Total Dead: 42,146 Total Recovered: 177,931",8
4656,"Somebody who is using these Corona isolation times well, by making art Would love to pet this pussy",0 10
456,Corona se Bache gar pe hi rahe stay in home corona ko harana he jay hind,0 10
731,"Pakistan reports 93 new cases bringing total confirmed cases there to 2,031 and 26 total deaths. CoronaVirus Covid19 CoronaVirusOutbreak",8
3793,"Coronavirus Cases: 858,892 view by country Deaths: 42,158 Recovered: 178,100",8
1737,a comforting corona metric is that doctors/nurses in LA still have time to like me on hinge,0 10
318,Could that be why Italy had the highest coronavirus deaths outside of China?,7 9
4778,"Forty-three new coronavirus cases reported in Andhra Pradesh, tally in state rises to 87: Govt",8 9
2795,May Allah save us from corona and end this frightening pandemic quickly so we can restore order in the world.,2
4136,Taking the train during COVID19 is absolutely the craziest thing Ive ever had to do in my life.,4 9
2365,Hope I don't see COVID19 is over and etc... jokes tonight/tomorrow for April Fools.,6 10
2441,Fucking corona virus. Social media. People not giving a shit about others. This shit is wack man. I need a way out.....,3 6
4914,"To one of my exs.. I hope you get the Corona Virus.. Ight Im done lol, Im serious tho.",6
4137,Watching the American Corona Task Force compared to Trudeau Land offering. Thank GOD for President Trump.,1
2701,Is it just me or every dad has been assigned to give hourly corona updates to the family? COVID19 coronavirusmemes,6 10
2645,most coronavirus cases are mild THIS IS SPECULATIVE. We don't have enough data to support or deny this claim. Need much more testing.,6 9
2997,Anyone who ever consumed homemade cider has a natural immunity to coronavirus,10
2972,"The corona virus make you lose your sense of taste, and yall are still fat",5 10
690,Corona virus news everywhere nawaooo a madman today he has a vaccine for it in Nigeria we're are the patients,0 4 10
2227,"Preemptive strike: if you post April Fools Day stuff about coronavirus tomorrow, Ill never forgive you, and neither should anyone else.",6 10
2101,ya'll know that covid19 prank is not good for april fools,5 6
4064,Very soon well wake up one morning and find out corona is all gone Amen,0 2
2570,"If you go on spring break and get coronavirus, you dont deserve any sympathy.",6 10
1414,My anxiety has gotten so bad I cant even tell if my shortness of breathe is anxiety or corona,4 10
2774,Uddhav Thackeray becomes first Chief Minister who is working brilliantly to have 1000 cases of CoronaVirus. ~ Paid Tweet,0 6 10
420,Lmao that we included 70 million in our corona virus stimulus for domestic abuse help,10
626,sir i found way to stop spread of corona and we can save lives. I believe you care pls reply back and i can explain,0 10
3346,"Luckily, I sold my Toyota Corona bought a Corolla!!! coronavirus",1 10
52,Make corona finish,0 3 4 5 10
548,Corona was like haha april fools yall rlly thought 2020 was finna be ur year (i hate it here),5 10
3759,"With a very warm and lushiciously beating heart, I have tested positively for COWEED-420 coronavirus AprilFoolsDay 420isnotcancelled",0 10
677,"Can our Gods dimiss all the coronavirus cases and just be like April Fools, you can all go back to living your normal lives",0 2 10
1719,Just heard that fake news specialist Chris Fredo Cuomo has contracted the Coronavirus. Wishing him a speedy recovery.,10
288,April 14th is the predicted peak for the coronavirus in the United states O.o,5 6 10
4263,"If you are not subbed to Eve yet, you better hurry before Corona get you and you don't get to see her hot content",6 10
3570,"Latest Coronavirus News! Total Cases: 858,892 Total Dead: 42,158 Total Recovered: 178,100",5 8
4586,Palace and Evisu dropping a collab!? Fuck the coronavirus! Why didnt anyone tell me!,6 9
1548,Birthday in 2 weeks Think Corona will be cured by then or am I doing my first 24hr stream x),0 5
306,"Even though I know that covid19 is a load of old bollocks, I still find myself talking and tweeting about it ...",3 7 10
490,I hope alot of them are included. Has Jr been tested or Steve Bannon or Stephen Miller. Coronavirus,0 6
434,Coronavirus quarantine got you feeling alone? Make more people!,5 10
4828,Corona said stay inside Earthquake said stay outside Please decide,3 5 9 10
136,Thank god coronavirus hasnt stopped new K-pop,0 1
4167,_ It won't be long before BD media IT Cell tell you that China got Coronavirus from Nizamuddin.,6 7 9
812,"Corona virus, quarantine, and now add 6.5 earthquake. I win. I dont know what but i deserve to win today",6 10
3556,"Listen, the coronavirus is bad enough - can we stop talking about Joe Edwards shitty pet project now?!",6 10
4049,Quarantine day 1: *yawns* I could sure go for a Corona beer right about now Quarantine day 69: my pants have started shitting themselves,10
2410,I just took an aspirin the kill Nate club justify transmitted there going to give me the corona virus,4 7 10
792,The ratings-hound loves his coronavirus show. And revels in the media attention.,9 10
2537,me after covid19 ends: hot town summer in the city one hand on a hougie the other on a tiddie,0 10
3551,Because were not going to let a little thing like coronavirus threaten the 2nd amendment.,0 7
2078,"Early on, I said that politicians and business people would be the first to go down. This is why covid19",3 7 9
3412,*at a party* Gale: *serving drinks* Dhani: Ill have a corona...hold the virus!! ;D Gale: Gale: listen here you little shit,10
2300,"For those who are stuck in doors and have lost track, today is Blursday the forteenteenth of Maypril. coronavirus COVID19 IsolationLife",6 10
4754,Has anyone noticed coronavirus followed the same patterns as most start up companies? Cali New York Texas,9 10
3882,"Catholics be like Corona virus can't stop me, bc Jisas is by my side",0 2 10
3864,Mf said bitch dont even wanna watch Batman nomo cuz of corona virus,5 6
1204,Yes. Saw last night that I had soiled my PPE with a gush of blood from an active COVID19 patient.,4 10
1896,i do not care if theres a coronavirus or not me and georgias one year anniversary is coming up and if i dont see her i will cry,5
4865,Hii Corona iishe I miss waking up in mansion .I'm home sick,5 6
911,"Growing at a rate of 1000 people dead per by the end of April there will be 30,000 people dead in the US. COVID19 coronavirus",3 8 9
1506,Twitter has put you in solitary confinement due to the Coronavirus perhaps? Just a thought!,3 5 9
2884,When Lawernce Phillups escapes from jail cause he don't want that Corona Virus,10
3684,"is a symptom of corona virus having thicc, juicy, luscious, plentiful ass cheeks? cos guys im scared",4 10
963,If you got your haircut a couple days before the corona reached WV youre a lucky man,10
2467,At this point i dont even wanna see the word Corona Virus or Covid,6
3596,"okay corona, todays the day you tell us it was a joke and give us all back our lives.",0 10
773,"OMG! lol, rofl, lmao. PeopleNow thanks to COVID19",10
337,This corona pandemic has really shown me that you don't need fun to have weed and alcohol,10
1409,"Ok you got me watching if , only to see if he dies on live TV. coronavirus",3 10
2267,"Never seen more joggers in my life, Hey everyone look at me exposing myself to Corona during shutdown fning idiots!",6 10
600,Corona virus make 2007 barista champion drink instant coffee,10
3955,"Due to the current coronavirus crisis, April fools day has been postponed until 2021. COVID19",10
2989,China coronavirus numbers running late today. NHC is expected to disclose further data on asymptomatic patients.,7 8
3391,"Turning the economy upside down to prevent Corona virus deaths, while letting known killers out of jails to commit more murders. Go figure.",6
1618,Ok its April 1st aka April Fools Day sooooooo Corona if youre reading then please say sike like right now,3 5
2285,Revolution instead of evolution. Its time to revolt against corona stayathome staysafe revoltagainstcorona,0
4350,Lollllllll so many people died but you make a joke about corona virus???,6
4342,apparently a new symptom of the coronavirus is having no taste ... so turns out Ive had coronavirus for the past 19 years,10
3333,"Corona doesn't move, people move. To stop Corona spreading, stop people moving. Stay home, social distance, wash hands.",0
1114,Okay so Daniels little sister told me that she is turning 4 again since the corona virus cancelled her birthday this year,10
